graph,n,deg,dim,ple,T,alpha,square,seed
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=2_square,50000,5,2,2.1,0.53,1.88679,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=2_torus,50000,5,2,2.1,0.53,1.88679,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=321_square,50000,5,2,2.1,0.53,1.88679,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=321_torus,50000,5,2,2.1,0.53,1.88679,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=356_square,50000,5,2,2.1,0.53,1.88679,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=356_torus,50000,5,2,2.1,0.53,1.88679,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=489_square,50000,5,2,2.1,0.53,1.88679,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=489_torus,50000,5,2,2.1,0.53,1.88679,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=55_square,50000,5,2,2.1,0.53,1.88679,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=55_torus,50000,5,2,2.1,0.53,1.88679,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=64_square,50000,5,2,2.1,0.53,1.88679,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=64_torus,50000,5,2,2.1,0.53,1.88679,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=666_square,50000,5,2,2.1,0.53,1.88679,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=666_torus,50000,5,2,2.1,0.53,1.88679,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=836_square,50000,5,2,2.1,0.53,1.88679,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.53_seed=836_torus,50000,5,2,2.1,0.53,1.88679,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=1001_square,50000,5,2,2.1,0.62,1.6129,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=1001_torus,50000,5,2,2.1,0.62,1.6129,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=14_square,50000,5,2,2.1,0.62,1.6129,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=14_torus,50000,5,2,2.1,0.62,1.6129,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=237_square,50000,5,2,2.1,0.62,1.6129,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=237_torus,50000,5,2,2.1,0.62,1.6129,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=2_square,50000,5,2,2.1,0.62,1.6129,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=2_torus,50000,5,2,2.1,0.62,1.6129,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=321_square,50000,5,2,2.1,0.62,1.6129,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=321_torus,50000,5,2,2.1,0.62,1.6129,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=356_square,50000,5,2,2.1,0.62,1.6129,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=356_torus,50000,5,2,2.1,0.62,1.6129,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=489_square,50000,5,2,2.1,0.62,1.6129,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=489_torus,50000,5,2,2.1,0.62,1.6129,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=55_square,50000,5,2,2.1,0.62,1.6129,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=55_torus,50000,5,2,2.1,0.62,1.6129,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=64_square,50000,5,2,2.1,0.62,1.6129,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=64_torus,50000,5,2,2.1,0.62,1.6129,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=666_square,50000,5,2,2.1,0.62,1.6129,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=666_torus,50000,5,2,2.1,0.62,1.6129,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=836_square,50000,5,2,2.1,0.62,1.6129,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.62_seed=836_torus,50000,5,2,2.1,0.62,1.6129,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=1001_square,50000,5,2,2.1,0.76,1.31579,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=1001_torus,50000,5,2,2.1,0.76,1.31579,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=14_square,50000,5,2,2.1,0.76,1.31579,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=14_torus,50000,5,2,2.1,0.76,1.31579,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=237_square,50000,5,2,2.1,0.76,1.31579,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=237_torus,50000,5,2,2.1,0.76,1.31579,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=2_square,50000,5,2,2.1,0.76,1.31579,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=2_torus,50000,5,2,2.1,0.76,1.31579,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=321_square,50000,5,2,2.1,0.76,1.31579,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=321_torus,50000,5,2,2.1,0.76,1.31579,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=356_square,50000,5,2,2.1,0.76,1.31579,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=356_torus,50000,5,2,2.1,0.76,1.31579,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=489_square,50000,5,2,2.1,0.76,1.31579,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=489_torus,50000,5,2,2.1,0.76,1.31579,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=55_square,50000,5,2,2.1,0.76,1.31579,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=55_torus,50000,5,2,2.1,0.76,1.31579,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=64_square,50000,5,2,2.1,0.76,1.31579,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=64_torus,50000,5,2,2.1,0.76,1.31579,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=666_square,50000,5,2,2.1,0.76,1.31579,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=666_torus,50000,5,2,2.1,0.76,1.31579,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=836_square,50000,5,2,2.1,0.76,1.31579,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.76_seed=836_torus,50000,5,2,2.1,0.76,1.31579,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=1001_square,50000,5,2,2.1,0.7,1.42857,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=1001_torus,50000,5,2,2.1,0.7,1.42857,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=14_square,50000,5,2,2.1,0.7,1.42857,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=14_torus,50000,5,2,2.1,0.7,1.42857,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=237_square,50000,5,2,2.1,0.7,1.42857,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=237_torus,50000,5,2,2.1,0.7,1.42857,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=2_square,50000,5,2,2.1,0.7,1.42857,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=2_torus,50000,5,2,2.1,0.7,1.42857,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=321_square,50000,5,2,2.1,0.7,1.42857,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=321_torus,50000,5,2,2.1,0.7,1.42857,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=356_square,50000,5,2,2.1,0.7,1.42857,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=356_torus,50000,5,2,2.1,0.7,1.42857,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=489_square,50000,5,2,2.1,0.7,1.42857,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=489_torus,50000,5,2,2.1,0.7,1.42857,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=55_square,50000,5,2,2.1,0.7,1.42857,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=55_torus,50000,5,2,2.1,0.7,1.42857,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=64_square,50000,5,2,2.1,0.7,1.42857,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=64_torus,50000,5,2,2.1,0.7,1.42857,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=666_square,50000,5,2,2.1,0.7,1.42857,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=666_torus,50000,5,2,2.1,0.7,1.42857,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=836_square,50000,5,2,2.1,0.7,1.42857,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.7_seed=836_torus,50000,5,2,2.1,0.7,1.42857,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=1001_square,50000,5,2,2.1,0.82,1.21951,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=1001_torus,50000,5,2,2.1,0.82,1.21951,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=14_square,50000,5,2,2.1,0.82,1.21951,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=14_torus,50000,5,2,2.1,0.82,1.21951,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=237_square,50000,5,2,2.1,0.82,1.21951,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=237_torus,50000,5,2,2.1,0.82,1.21951,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=2_square,50000,5,2,2.1,0.82,1.21951,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=2_torus,50000,5,2,2.1,0.82,1.21951,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=321_square,50000,5,2,2.1,0.82,1.21951,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=321_torus,50000,5,2,2.1,0.82,1.21951,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=356_square,50000,5,2,2.1,0.82,1.21951,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=356_torus,50000,5,2,2.1,0.82,1.21951,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=489_square,50000,5,2,2.1,0.82,1.21951,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=489_torus,50000,5,2,2.1,0.82,1.21951,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=55_square,50000,5,2,2.1,0.82,1.21951,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=55_torus,50000,5,2,2.1,0.82,1.21951,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=64_square,50000,5,2,2.1,0.82,1.21951,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=64_torus,50000,5,2,2.1,0.82,1.21951,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=666_square,50000,5,2,2.1,0.82,1.21951,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=666_torus,50000,5,2,2.1,0.82,1.21951,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=836_square,50000,5,2,2.1,0.82,1.21951,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.82_seed=836_torus,50000,5,2,2.1,0.82,1.21951,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=1001_square,50000,5,2,2.1,0.88,1.13636,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=1001_torus,50000,5,2,2.1,0.88,1.13636,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=14_square,50000,5,2,2.1,0.88,1.13636,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=14_torus,50000,5,2,2.1,0.88,1.13636,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=237_square,50000,5,2,2.1,0.88,1.13636,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=237_torus,50000,5,2,2.1,0.88,1.13636,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=2_square,50000,5,2,2.1,0.88,1.13636,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=2_torus,50000,5,2,2.1,0.88,1.13636,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=321_square,50000,5,2,2.1,0.88,1.13636,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=321_torus,50000,5,2,2.1,0.88,1.13636,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=356_square,50000,5,2,2.1,0.88,1.13636,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=356_torus,50000,5,2,2.1,0.88,1.13636,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=489_square,50000,5,2,2.1,0.88,1.13636,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=489_torus,50000,5,2,2.1,0.88,1.13636,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=55_square,50000,5,2,2.1,0.88,1.13636,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=55_torus,50000,5,2,2.1,0.88,1.13636,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=64_square,50000,5,2,2.1,0.88,1.13636,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=64_torus,50000,5,2,2.1,0.88,1.13636,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=666_square,50000,5,2,2.1,0.88,1.13636,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=666_torus,50000,5,2,2.1,0.88,1.13636,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=836_square,50000,5,2,2.1,0.88,1.13636,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.88_seed=836_torus,50000,5,2,2.1,0.88,1.13636,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=1001_square,50000,5,2,2.1,0.94,1.06383,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=1001_torus,50000,5,2,2.1,0.94,1.06383,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=14_square,50000,5,2,2.1,0.94,1.06383,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=14_torus,50000,5,2,2.1,0.94,1.06383,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=237_square,50000,5,2,2.1,0.94,1.06383,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=237_torus,50000,5,2,2.1,0.94,1.06383,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=2_square,50000,5,2,2.1,0.94,1.06383,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=2_torus,50000,5,2,2.1,0.94,1.06383,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=321_square,50000,5,2,2.1,0.94,1.06383,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=321_torus,50000,5,2,2.1,0.94,1.06383,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=356_square,50000,5,2,2.1,0.94,1.06383,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=356_torus,50000,5,2,2.1,0.94,1.06383,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=489_square,50000,5,2,2.1,0.94,1.06383,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=489_torus,50000,5,2,2.1,0.94,1.06383,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=55_square,50000,5,2,2.1,0.94,1.06383,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=55_torus,50000,5,2,2.1,0.94,1.06383,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=64_square,50000,5,2,2.1,0.94,1.06383,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=64_torus,50000,5,2,2.1,0.94,1.06383,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=666_square,50000,5,2,2.1,0.94,1.06383,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=666_torus,50000,5,2,2.1,0.94,1.06383,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=836_square,50000,5,2,2.1,0.94,1.06383,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.94_seed=836_torus,50000,5,2,2.1,0.94,1.06383,0,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=1001_square,50000,5,2,2.1,0.9999,1.0001,1,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=1001_torus,50000,5,2,2.1,0.9999,1.0001,0,1001
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=14_square,50000,5,2,2.1,0.9999,1.0001,1,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=14_torus,50000,5,2,2.1,0.9999,1.0001,0,14
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=237_square,50000,5,2,2.1,0.9999,1.0001,1,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=237_torus,50000,5,2,2.1,0.9999,1.0001,0,237
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=2_square,50000,5,2,2.1,0.9999,1.0001,1,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=2_torus,50000,5,2,2.1,0.9999,1.0001,0,2
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=321_square,50000,5,2,2.1,0.9999,1.0001,1,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=321_torus,50000,5,2,2.1,0.9999,1.0001,0,321
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=356_square,50000,5,2,2.1,0.9999,1.0001,1,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=356_torus,50000,5,2,2.1,0.9999,1.0001,0,356
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=489_square,50000,5,2,2.1,0.9999,1.0001,1,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=489_torus,50000,5,2,2.1,0.9999,1.0001,0,489
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=55_square,50000,5,2,2.1,0.9999,1.0001,1,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=55_torus,50000,5,2,2.1,0.9999,1.0001,0,55
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=64_square,50000,5,2,2.1,0.9999,1.0001,1,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=64_torus,50000,5,2,2.1,0.9999,1.0001,0,64
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=666_square,50000,5,2,2.1,0.9999,1.0001,1,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=666_torus,50000,5,2,2.1,0.9999,1.0001,0,666
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=836_square,50000,5,2,2.1,0.9999,1.0001,1,836
girg_n=50000_deg=5_dim=2_ple=2.1_T=0.9999_seed=836_torus,50000,5,2,2.1,0.9999,1.0001,0,836
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=1001_square,50000,5,2,2.25,0,inf,1,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=1001_torus,50000,5,2,2.25,0,inf,0,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=14_square,50000,5,2,2.25,0,inf,1,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=14_torus,50000,5,2,2.25,0,inf,0,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=237_square,50000,5,2,2.25,0,inf,1,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=237_torus,50000,5,2,2.25,0,inf,0,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=2_square,50000,5,2,2.25,0,inf,1,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=2_torus,50000,5,2,2.25,0,inf,0,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=321_square,50000,5,2,2.25,0,inf,1,321
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=321_torus,50000,5,2,2.25,0,inf,0,321
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=356_square,50000,5,2,2.25,0,inf,1,356
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=356_torus,50000,5,2,2.25,0,inf,0,356
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=489_square,50000,5,2,2.25,0,inf,1,489
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=489_torus,50000,5,2,2.25,0,inf,0,489
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=55_square,50000,5,2,2.25,0,inf,1,55
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=55_torus,50000,5,2,2.25,0,inf,0,55
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=64_square,50000,5,2,2.25,0,inf,1,64
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=64_torus,50000,5,2,2.25,0,inf,0,64
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=666_square,50000,5,2,2.25,0,inf,1,666
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=666_torus,50000,5,2,2.25,0,inf,0,666
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=836_square,50000,5,2,2.25,0,inf,1,836
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.0_seed=836_torus,50000,5,2,2.25,0,inf,0,836
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=1001_square,50000,5,2,2.25,0.4,2.5,1,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=1001_torus,50000,5,2,2.25,0.4,2.5,0,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=14_square,50000,5,2,2.25,0.4,2.5,1,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=14_torus,50000,5,2,2.25,0.4,2.5,0,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=237_square,50000,5,2,2.25,0.4,2.5,1,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=237_torus,50000,5,2,2.25,0.4,2.5,0,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=2_square,50000,5,2,2.25,0.4,2.5,1,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=2_torus,50000,5,2,2.25,0.4,2.5,0,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=321_square,50000,5,2,2.25,0.4,2.5,1,321
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=321_torus,50000,5,2,2.25,0.4,2.5,0,321
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=356_square,50000,5,2,2.25,0.4,2.5,1,356
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=356_torus,50000,5,2,2.25,0.4,2.5,0,356
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=489_square,50000,5,2,2.25,0.4,2.5,1,489
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=489_torus,50000,5,2,2.25,0.4,2.5,0,489
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=55_square,50000,5,2,2.25,0.4,2.5,1,55
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=55_torus,50000,5,2,2.25,0.4,2.5,0,55
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=64_square,50000,5,2,2.25,0.4,2.5,1,64
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=64_torus,50000,5,2,2.25,0.4,2.5,0,64
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=666_square,50000,5,2,2.25,0.4,2.5,1,666
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=666_torus,50000,5,2,2.25,0.4,2.5,0,666
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=836_square,50000,5,2,2.25,0.4,2.5,1,836
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.4_seed=836_torus,50000,5,2,2.25,0.4,2.5,0,836
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=1001_square,50000,5,2,2.25,0.53,1.88679,1,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=1001_torus,50000,5,2,2.25,0.53,1.88679,0,1001
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=14_square,50000,5,2,2.25,0.53,1.88679,1,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=14_torus,50000,5,2,2.25,0.53,1.88679,0,14
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=237_square,50000,5,2,2.25,0.53,1.88679,1,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=237_torus,50000,5,2,2.25,0.53,1.88679,0,237
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=2_square,50000,5,2,2.25,0.53,1.88679,1,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=2_torus,50000,5,2,2.25,0.53,1.88679,0,2
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=321_square,50000,5,2,2.25,0.53,1.88679,1,321
girg_n=50000_deg=5_dim=2_ple=2.25_T=0.53_seed=321_torus,50000,5,2,2.25,0.53,1.88679,0,321
